benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,summary_condition,trajectory,resolved_dir,source_status,exit_status,banners,headers,max_step,api_calls,token_log_steps,compression_events,log_errors,traj_errors,agent_failures,summary_failures_raw,summary_failures_confirmed,summary_failures_uncorroborated,tail_errors,tail_unresolved,unexplained_steps,fake_headers,fake_errors,interleaved_headers,decode_errors,log_time_delta_s,consistent,monotonic,single_process,structure_ok,log_time_ok,verdict,prior_rerun_reason,prior_classification
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,scikit-learn__scikit-learn-25973,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-25973/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/scikit-learn__scikit-learn-25973/truncation/run_3,exact,,1,76,69,69,66,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-12489,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-12489/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-12489/truncation/run_3,exact,,1,60,74,46,45,2,1,1,1,0,0,0,0,0,13,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-13372,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13372/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13372/truncation/run_3,exact,Submitted,1,48,54,40,40,0,0,0,0,0,0,0,0,0,6,1,0,1,0,-0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-13647,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13647/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13647/truncation/run_3,exact,,1,47,50,38,36,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-13798,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13798/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13798/truncation/run_3,exact,,1,97,87,87,86,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-13878,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13878/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-13878/truncation/run_3,exact,,1,112,116,116,115,3,0,0,0,0,0,0,0,0,4,0,2,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-14248,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-14248/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-14248/truncation/run_3,exact,,1,91,107,74,73,1,1,1,1,0,0,0,0,0,15,0,0,0,0,0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-15349,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-15349/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-15349/truncation/run_3,exact,Submitted,1,30,26,26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,False,False,False,True,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-15875,truncation,run_2,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-15875/truncation/run_2/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-15875/truncation/run_2,exact,,1,57,63,62,57,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-17318,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-17318/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-17318/truncation/run_3,exact,Submitted,1,41,42,42,41,0,1,1,1,0,0,0,0,0,0,1,0,0,1,-0.0,True,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-18211,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-18211/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-18211/truncation/run_3,exact,Submitted,1,49,53,38,37,0,1,1,1,0,0,0,0,0,3,1,0,1,0,0.0,False,True,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-19040,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-19040/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-19040/truncation/run_3,exact,,1,47,58,48,46,2,2,2,0,2,0,2,0,0,15,3,0,3,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-20438,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-20438/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-20438/truncation/run_3,exact,,1,63,62,62,58,2,6,4,6,0,0,0,0,0,1,0,0,0,1,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-20916,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-20916/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-20916/truncation/run_3,exact,,1,88,91,91,90,3,2,0,2,0,0,0,0,0,6,0,1,0,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-24213,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-24213/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-24213/truncation/run_3,exact,Submitted,1,66,76,76,76,1,1,0,1,0,0,0,0,0,9,0,0,0,0,-0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,d05__b20k__tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,20000,0.5,sympy__sympy-24661,truncation,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-24661/truncation/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__tr/sympy__sympy-24661/truncation/run_3,exact,Submitted,1,43,48,48,45,0,2,3,2,0,0,0,0,0,3,0,0,0,0,-0.0,False,True,True,False,True,inconsistent,,
swebench,main,qwen35b,di__b10k__otrc-tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc,10000,0.5,django__django-12273,otrc-tr,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/django__django-12273/otrc-tr/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/django__django-12273/otrc-tr/run_3,exact,,1,79,90,89,79,3,11,0,11,0,0,0,0,0,0,0,0,0,0,1.4,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__b10k__otrc-tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc,10000,0.5,sympy__sympy-17318,otrc-tr,run_2,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/sympy__sympy-17318/otrc-tr/run_2/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__otrc-tr/sympy__sympy-17318/otrc-tr/run_2,exact,,1,112,117,116,112,6,5,1,5,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__b10k__trc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,tool_result_clear,10000,0.5,scikit-learn__scikit-learn-14087,tool-result-clear,run_1,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc/scikit-learn__scikit-learn-14087/tool-result-clear/run_1/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b10k__trc/scikit-learn__scikit-learn-14087/tool-result-clear/run_1,exact,,1,95,103,102,95,11,8,1,8,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__b15k__trc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,tool_result_clear,15000,0.5,django__django-11095,tool-result-clear,run_1,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b15k__trc/django__django-11095/tool-result-clear/run_1/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b15k__trc/django__django-11095/tool-result-clear/run_1,exact,Submitted,1,53,48,48,47,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,False,False,False,False,True,multi_run_log,,
swebench,main,qwen35b,di__b20k__otrc-tr,hosted_vllm/Qwen/Qwen3.5-35B-A3B,online_trc,20000,0.5,scikit-learn__scikit-learn-14087,otrc-tr,run_2,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/scikit-learn__scikit-learn-14087/otrc-tr/run_2/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/scikit-learn__scikit-learn-14087/otrc-tr/run_2,exact,,1,117,122,121,117,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__b20k__trc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,tool_result_clear,20000,0.5,scikit-learn__scikit-learn-25973,tool-result-clear,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b20k__trc/scikit-learn__scikit-learn-25973/tool-result-clear/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b20k__trc/scikit-learn__scikit-learn-25973/tool-result-clear/run_3,exact,,1,81,99,98,81,3,18,0,18,0,0,0,0,0,0,0,0,0,0,0.9,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__b20k__trc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,tool_result_clear,20000,0.5,sympy__sympy-19040,tool-result-clear,run_1,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b20k__trc/sympy__sympy-19040/tool-result-clear/run_1/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__b20k__trc/sympy__sympy-19040/tool-result-clear/run_1,exact,,1,84,86,85,84,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__binf__fc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,999999999,0.5,django__django-11477,full-context,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__binf__fc/django__django-11477/full-context/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__binf__fc/django__django-11477/full-context/run_3,exact,,1,112,115,114,111,0,3,3,3,0,0,0,0,0,0,0,0,0,0,11.8,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__binf__fc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,999999999,0.5,django__django-12325,full-context,run_1,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__binf__fc/django__django-12325/full-context/run_1/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__binf__fc/django__django-12325/full-context/run_1,exact,,1,106,107,106,106,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,False,True,True,True,True,inconsistent,,
swebench,main,qwen35b,di__binf__fc,hosted_vllm/Qwen/Qwen3.5-35B-A3B,truncation,999999999,0.5,django__django-12325,full-context,run_3,False,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__binf__fc/django__django-12325/full-context/run_3/trajectory.json,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/di__binf__fc/django__django-12325/full-context/run_3,exact,BadRequestError,1,73,74,75,73,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1.2,True,True,True,False,True,inconsistent,,
